1;;LU-E-1538 - JD 7710;20002;;;;2;0;0;0;12241;0;0;0;0;1;1;0;0;;;;2;;;;
1;;LU-E-4242 - Eicher 3762;20003;;;;2;0;0;0;1147;0;0;0;0;1;1;0;0;;;;2;;;;
1;;LU-E-7274 - JD 8200;20006;;;;2;0;0;0;14520;0;0;0;0;1;1;0;0;;;;2;;;;
1;;MA JD 1;20073;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG 136 - JD 5100R;20017;;;;2;0;0;0;4;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG 31 - JD 6250R;20014;;;;2;0;0;0;1700;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG 34 - JD 610M;20015;;;;2;0;0;0;3309;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG 35 - JD 610M;20016;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-104 - MF 7511;20058;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-107;20072;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-108 - JD 8370R;20060;;;;2;0;0;0;329;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-109 - JD 8370R;20061;;;;2;0;0;0;254;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-110 JD 8370R;20062;;;;2;0;0;0;422;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG -151;20067;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-152;20068;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-153;20069;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-154;20070;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-155;20071;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-195 - MF 5711;20018;;;;2;0;0;0;2517;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-202 - JD 6120M;20019;;;;2;0;0;0;406;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-29 - JD 6120M;20013;;;;2;0;0;0;2524;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-292 - JD 6150M;20021;;;;2;0;0;0;3656;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-300 - JD 6820M;20022;;;;2;0;0;0;8327;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-317 - JD 6230;20023;;;;2;0;0;0;9934;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-319 - JD 6330;20024;;;;2;0;0;0;6058;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-320 - JD 6330;20025;;;;2;0;0;0;5831;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-324 - JD 5820;20026;;;;2;0;0;0;4325;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-334 - JD 6330;20030;;;;2;0;0;0;10460;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-335 - JD 6330;20031;;;;2;0;0;0;6011;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-340 - JD 6230 ;20035;;;;2;0;0;0;5002;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-351 - MF 5410;20037;;;;2;0;0;0;3026;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-352 - MF 5410;20038;;;;2;0;0;0;5891;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-361 - MF 5610;20044;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-362 - MF 5612;20045;;;;2;0;0;0;5685;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-370 - JD 6115M;20047;;;;2;0;0;0;3659;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-377 - JD 6120M;20048;;;;2;0;0;0;2747;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-388 - MF 5610;20049;;;;2;0;0;0;2000;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-56 - JD 6090M;20059;;;;2;0;0;0;0;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-880 - JD 6120M;20056;;;;2;0;0;0;1093;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP-GG-990 - JD 6250R;20057;;;;2;0;0;0;870;0;0;0;0;1;1;0;0;;;;2;;;;
1;;RP GG 259;10014;;;;1;0;0;0;141647;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP TC 80;10019;;;;1;0;0;0;179832;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 105;10010;;;;1;0;0;0;156030;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 169;10012;;;;1;0;0;0;63703;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 51;10005;;;;1;0;0;0;65252;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 190;10013;;;;1;0;0;0;89602;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 75;10006;;;;1;0;0;0;153450;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 260;10015;;;;1;0;0;0;124090;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 270;10016;;;;1;0;0;0;63759;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 103;10009;;;;1;0;0;0;62214;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP JN 2013;10018;;;;1;0;0;0;85500;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 102;10008;;;;1;0;0;0;52200;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP-GG 117;10023;;;;1;0;0;0;160882;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP-GG 17;10022;;;;1;0;0;0;0;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP-GG 372;10020;;;;1;0;0;0;352008;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP-GG 373;10021;;;;1;0;0;0;0;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 41;10004;;;;1;0;0;0;46908;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 750;10017;;;;1;0;0;0;111961;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 115;10011;;;;1;0;0;0;60000;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP-GG 15;10002;;;;1;0;0;0;122655;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 32;10003;;;;1;0;0;0;200986;0;0;0;0;1;1;0;0;;;;1;;;;
1;;RP GG 100;10007;;;;1;0;0;0;193599;0;0;0;0;1;1;0;0;;;;1;;;;
